week_start,sku_id,units_sold,gb_prediction,forecast_lower_80,forecast_upper_80
2023-11-20,S002_P0004,791,912.9006388004528,522.3676477937167,1272.9192016586894
2023-11-27,S002_P0004,471,971.5411312130288,581.0081402062929,1331.5596940712655
2023-12-04,S002_P0004,1128,898.3220317555136,507.7890407487776,1258.3405946137505
2023-12-11,S002_P0004,734,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S002_P0004,1077,962.8624340966495,572.3294430899134,1322.880996954886
2023-12-25,S002_P0004,885,921.2105967107868,530.6776057040508,1281.2291595690235
2023-07-03,S002_P0005,793,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-10,S002_P0005,699,961.0467164383634,570.5137254316273,1321.0652792966002
2023-07-17,S002_P0005,862,936.9351074370948,546.4021164303588,1296.9536702953314
2023-07-24,S002_P0005,874,968.6121000021417,578.0791089954057,1328.6306628603784
2023-07-31,S002_P0005,1259,951.6149891833501,561.081998176614,1311.6335520415869
2023-08-07,S002_P0005,1182,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-14,S002_P0005,873,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-21,S002_P0005,939,994.3721983744517,603.8392073677157,1354.3907612326884
2023-08-28,S002_P0005,927,969.6559068493946,579.1229158426586,1329.6744697076313
2023-09-04,S002_P0005,1151,982.6512509700393,592.1182599633032,1342.669813828276
2023-09-11,S002_P0005,503,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-18,S002_P0005,615,936.8701510605932,546.3371600538571,1296.88871391883
2023-09-25,S002_P0005,1014,947.8660278899167,557.3330368831807,1307.8845907481534
2023-10-02,S002_P0005,1096,981.6074441227864,591.0744531160503,1341.6260069810232
2023-10-09,S002_P0005,1120,948.5995721691958,558.0665811624597,1308.6181350274323
2023-10-16,S002_P0005,692,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-23,S002_P0005,1856,896.5106722115322,505.97768120479617,1256.529235069769
2023-10-30,S002_P0005,721,908.9251283544113,518.3921373476753,1268.943691212648
2023-11-06,S002_P0005,745,930.2812389445315,539.7482479377954,1290.2998018027683
2023-11-13,S002_P0005,911,950.5139410731259,559.9809500663898,1310.5325039313625
2023-11-20,S002_P0005,770,906.2550838014846,515.7220927947485,1266.2736466597212
2023-11-27,S002_P0005,821,958.7382099908996,568.2052189841636,1318.7567728491363
2023-12-04,S002_P0005,773,962.8624340966495,572.3294430899134,1322.880996954886
2023-12-11,S002_P0005,967,938.7704716247616,548.2374806180255,1298.7890344829984
2023-12-18,S002_P0005,851,954.2184686643775,563.6854776576415,1314.2370315226142
2023-12-25,S002_P0005,1078,947.4931025059208,556.9601114991847,1307.5116653641576
2023-07-03,S002_P0006,912,876.128698475868,485.5957074691319,1236.1472613341048
2023-07-10,S002_P0006,633,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-17,S002_P0006,1704,939.1849933452168,548.6520023384808,1299.2035562034534
2023-07-24,S002_P0006,917,917.2412046285029,526.7082136217668,1277.2597674867397
2023-07-31,S002_P0006,908,917.3236980351155,526.7907070283795,1277.3422608933522
2023-08-07,S002_P0006,1448,950.0943576233827,559.5613666166466,1310.1129204816193
2023-08-14,S002_P0006,969,1062.0164949682676,671.4835039615316,1422.0350578265043
2023-08-21,S002_P0006,747,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-28,S002_P0006,628,1018.7513510234899,628.2183600167539,1378.7699138817266
2023-09-04,S002_P0006,825,936.1069135150403,545.5739225083043,1296.125476373277
2023-09-11,S002_P0006,635,927.5253641397828,536.9923731330468,1287.5439269980195
2023-09-18,S002_P0006,999,947.8660278899167,557.3330368831807,1307.8845907481534
2023-09-25,S002_P0006,973,951.6173266116707,561.0843356049347,1311.6358894699074
2023-10-02,S002_P0006,601,960.29602372805,569.763032721314,1320.3145865862866
2023-10-09,S002_P0006,587,947.8660278899167,557.3330368831807,1307.8845907481534
2023-10-16,S002_P0006,1112,983.3153402820915,592.7823492753555,1343.3339031403282
2023-10-23,S002_P0006,544,960.29602372805,569.763032721314,1320.3145865862866
2023-10-30,S002_P0006,1139,936.8701510605932,546.3371600538571,1296.88871391883
2023-11-06,S002_P0006,860,1098.4912513334284,707.9582603266924,1458.509814191665
2023-11-13,S002_P0006,1149,919.8904738706564,529.3574828639203,1279.9090367288932
2023-11-20,S002_P0006,763,961.3398305753029,570.8068395685668,1321.3583934335397
2023-11-27,S002_P0006,640,963.9062409439024,573.3732499371663,1323.9248038021392
2023-12-04,S002_P0006,1294,947.8660278899167,557.3330368831807,1307.8845907481534
2023-12-11,S002_P0006,658,982.6512509700393,592.1182599633032,1342.669813828276
2023-12-18,S002_P0006,842,939.1873307735374,548.6543397668013,1299.205893631774
2023-12-25,S002_P0006,868,960.29602372805,569.763032721314,1320.3145865862866
2023-07-03,S002_P0007,967,993.3283915271988,602.7954005204629,1353.3469543854355
2023-07-10,S002_P0007,658,962.5345449384691,572.001553931733,1322.5531077967057
2023-07-17,S002_P0007,805,939.1849933452168,548.6520023384808,1299.2035562034534
2023-07-24,S002_P0007,667,955.8914843946148,565.3584933878788,1315.9100472528517
2023-07-31,S002_P0007,1574,956.1821041640084,565.6491131572723,1316.200667022245
2023-08-07,S002_P0007,877,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-14,S002_P0007,1076,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-21,S002_P0007,1412,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-28,S002_P0007,1222,952.658796030603,562.1258050238669,1312.6773588888395
2023-09-04,S002_P0007,1241,986.0561221003601,595.523131093624,1346.0746849585967
2023-09-11,S002_P0007,1174,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-18,S002_P0007,1009,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-25,S002_P0007,1052,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-02,S002_P0007,984,949.8039463817053,559.2709553749692,1309.822509239942
2023-10-09,S002_P0007,766,987.7714143011156,597.2384232943796,1347.7899771593522
2023-10-16,S002_P0007,919,963.9062409439024,573.3732499371663,1323.9248038021392
2023-10-23,S002_P0007,857,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-30,S002_P0007,1137,960.29602372805,569.763032721314,1320.3145865862866
2023-11-06,S002_P0007,938,987.7714143011156,597.2384232943796,1347.7899771593522
2023-11-13,S002_P0007,791,982.6512509700393,592.1182599633032,1342.669813828276
2023-11-20,S002_P0007,768,977.664615161131,587.131624154395,1337.6831780193677
2023-11-27,S002_P0007,1179,1110.7801656656602,720.2471746589242,1470.798728523897
2023-12-04,S002_P0007,843,982.6512509700393,592.1182599633032,1342.669813828276
2023-12-11,S002_P0007,841,955.2622755116304,564.7292845048944,1315.280838369867
2023-12-18,S002_P0007,1880,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-25,S002_P0007,1095,900.246431238032,509.7134402312959,1260.2649940962688
2023-07-03,S002_P0008,859,968.6121000021417,578.0791089954057,1328.6306628603784
2023-07-10,S002_P0008,884,935.604228048551,545.071237041815,1295.6227909067877
2023-07-17,S002_P0008,1135,951.6149891833501,561.081998176614,1311.6335520415869
2023-07-24,S002_P0008,1244,963.578351785722,573.0453607789859,1323.5969146439588
2023-07-31,S002_P0008,1150,982.6489135417187,592.1159225349827,1342.6674763999554
2023-08-07,S002_P0008,857,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-14,S002_P0008,1466,961.6015387861845,571.0685477794484,1321.620101644421
2023-08-21,S002_P0008,1080,945.1326877576256,554.5996967508895,1305.1512506158624
2023-08-28,S002_P0008,997,930.8076921974548,540.2747011907188,1290.8262550556915
2023-09-04,S002_P0008,384,945.1350251859462,554.6020341792102,1305.153588044183
2023-09-11,S002_P0008,978,976.1479418649363,585.6149508582002,1336.1665047231731
2023-09-18,S002_P0008,561,954.2184686643775,563.6854776576415,1314.2370315226142
2023-09-25,S002_P0008,801,939.1873307735374,548.6543397668013,1299.205893631774
2023-10-02,S002_P0008,611,958.8503161646746,568.3173251579385,1318.8688790229112
2023-10-09,S002_P0008,1056,941.7884728262442,551.2554818195081,1301.807035684481
2023-10-16,S002_P0008,1309,948.7601395344524,558.2271485277163,1308.778702392689
2023-10-23,S002_P0008,1152,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-30,S002_P0008,931,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-06,S002_P0008,760,928.5691709870357,538.0361799802997,1288.5877338452724
2023-11-13,S002_P0008,935,972.5849380602817,582.0519470535457,1332.6035009185184
2023-11-20,S002_P0008,1226,961.3398305753029,570.8068395685668,1321.3583934335397
2023-11-27,S002_P0008,1777,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-04,S002_P0008,677,983.3819550010884,592.8489639943523,1343.4005178593252
2023-12-11,S002_P0008,384,918.3380826769567,527.8050916702207,1278.3566455351934
2023-12-18,S002_P0008,1299,908.9611878715828,518.4281968648468,1268.9797507298194
2023-12-25,S002_P0008,1042,811.4381126218437,420.9051216151077,1171.4566754800803
2023-07-03,S002_P0009,1263,940.2288001924696,549.6958091857337,1300.2473630507063
2023-07-10,S002_P0009,1055,968.6121000021417,578.0791089954057,1328.6306628603784
2023-07-17,S002_P0009,937,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-24,S002_P0009,1250,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-31,S002_P0009,806,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S002_P0009,683,963.9039035155818,573.3709125088458,1323.9224663738185
2023-08-14,S002_P0009,1514,957.2259110112612,566.6929200045251,1317.244473869498
2023-08-21,S002_P0009,1031,945.1326877576256,554.5996967508895,1305.1512506158624
2023-08-28,S002_P0009,1065,952.658796030603,562.1258050238669,1312.6773588888395
2023-09-04,S002_P0009,1185,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-11,S002_P0009,929,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-18,S002_P0009,896,928.5691709870357,538.0361799802997,1288.5877338452724
2023-09-25,S002_P0009,928,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-02,S002_P0009,851,999.1901672644194,608.6571762576834,1359.208730122656
2023-10-09,S002_P0009,911,947.5012329274249,556.9682419206888,1307.5197957856617
2023-10-16,S002_P0009,955,908.6530182754851,518.120027268749,1268.6715811337217
2023-10-23,S002_P0009,1128,906.0518762227783,515.5188852160422,1266.0704390810151
2023-10-30,S002_P0009,1182,1099.5350581806813,709.0020671739453,1459.553621038918
2023-11-06,S002_P0009,684,961.3398305753029,570.8068395685668,1321.3583934335397
2023-11-13,S002_P0009,818,948.9098347371696,558.3768437304336,1308.9283975954063
2023-11-20,S002_P0009,1503,966.5073829966092,575.9743919898731,1326.5259458548458
2023-11-27,S002_P0009,860,955.2622755116304,564.7292845048944,1315.280838369867
2023-12-04,S002_P0009,718,945.6925211852096,555.1595301784735,1305.7110840434461
2023-12-11,S002_P0009,946,1018.4830430884069,627.950052081671,1378.5016059466436
2023-12-18,S002_P0009,1739,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-25,S002_P0009,1158,985.9830970537952,595.4501060470591,1346.0016599120318
2023-07-03,S002_P0010,973,951.6149891833501,561.081998176614,1311.6335520415869
2023-07-10,S002_P0010,1230,958.4794363286243,567.9464453218882,1318.4979991868609
2023-07-17,S002_P0010,1118,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-24,S002_P0010,880,949.8016089533846,559.2686179466486,1309.8201718116213
2023-07-31,S002_P0010,1533,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S002_P0010,1270,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-14,S002_P0010,800,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-21,S002_P0010,1067,896.1416275201212,505.6086365133852,1256.160190378358
2023-08-28,S002_P0010,758,969.6559068493946,579.1229158426586,1329.6744697076313
2023-09-04,S002_P0010,1044,966.5073829966092,575.9743919898731,1326.5259458548458
2023-09-11,S002_P0010,1083,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-18,S002_P0010,630,955.2622755116304,564.7292845048944,1315.280838369867
2023-09-25,S002_P0010,548,939.1873307735374,548.6543397668013,1299.205893631774
2023-10-02,S002_P0010,1097,957.4622184799005,566.9292274731645,1317.4807813381371
2023-10-09,S002_P0010,589,960.29602372805,569.763032721314,1320.3145865862866
2023-10-16,S002_P0010,952,947.8660278899167,557.3330368831807,1307.8845907481534
2023-10-23,S002_P0010,1320,981.6074441227864,591.0744531160503,1341.6260069810232
2023-10-30,S002_P0010,891,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-06,S002_P0010,935,961.3398305753029,570.8068395685668,1321.3583934335397
2023-11-13,S002_P0010,946,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-20,S002_P0010,701,955.2622755116304,564.7292845048944,1315.280838369867
2023-11-27,S002_P0010,922,942.8622502918765,552.3292592851406,1302.8808131501132
2023-12-04,S002_P0010,1436,951.6173266116707,561.0843356049347,1311.6358894699074
2023-12-11,S002_P0010,757,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S002_P0010,1023,972.5849380602817,582.0519470535457,1332.6035009185184
2023-12-25,S002_P0010,987,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S002_P0011,760,963.9039035155818,573.3709125088458,1323.9224663738185
2023-07-10,S002_P0011,1181,962.8600966683289,572.3271056615929,1322.8786595265656
2023-07-17,S002_P0011,1185,965.5316827436446,574.9986917369085,1325.5502456018812
2023-07-24,S002_P0011,1135,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-31,S002_P0011,1128,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S002_P0011,716,955.8173092015165,565.2843181947806,1315.8358720597532
2023-08-14,S002_P0011,1128,971.9516718545905,581.4186808478544,1331.9702347128273
2023-08-21,S002_P0011,737,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-28,S002_P0011,1288,949.0678370730573,558.5348460663213,1309.086399931294
2023-09-04,S002_P0011,1081,982.6512509700393,592.1182599633032,1342.669813828276
2023-09-11,S002_P0011,983,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-18,S002_P0011,1059,884.8988574634631,494.365866456727,1244.9174203216999
2023-09-25,S002_P0011,494,917.4845289287553,526.9515379220193,1277.503091786992
2023-10-02,S002_P0011,1549,940.6077818969952,550.0747908902592,1300.626344755232
2023-10-09,S002_P0011,678,949.8039463817053,559.2709553749692,1309.822509239942
2023-10-16,S002_P0011,1121,933.5424751078201,543.0094841010841,1293.5610379660568
2023-10-23,S002_P0011,1389,866.9574989971951,476.42450799045906,1226.976061855432
2023-10-30,S002_P0011,893,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-06,S002_P0011,416,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-13,S002_P0011,717,978.7123802721566,588.1793892654205,1338.7309431303934
2023-11-20,S002_P0011,781,1017.439236241154,626.9062452344181,1377.4577990993907
2023-11-27,S002_P0011,921,955.8938218229355,565.3608308161995,1315.9123846811722
2023-12-04,S002_P0011,956,897.1139931051489,506.58100209841285,1257.1325559633856
2023-12-11,S002_P0011,938,960.29602372805,569.763032721314,1320.3145865862866
2023-12-18,S002_P0011,960,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-25,S002_P0011,565,1031.8287660693338,641.2957750625978,1391.8473289275705
2023-07-03,S002_P0012,1404,924.9953924148846,534.4624014081485,1285.0139552731212
2023-07-10,S002_P0012,1357,904.2558247277839,513.7228337210479,1264.2743875860206
2023-07-17,S002_P0012,896,889.7508471998243,499.21785619308827,1249.769410058061
2023-07-24,S002_P0012,1050,952.658796030603,562.1258050238669,1312.6773588888395
2023-07-31,S002_P0012,1196,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-07,S002_P0012,1087,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-14,S002_P0012,491,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-21,S002_P0012,1202,951.5250002237937,560.9920092170576,1311.5435630820302
2023-08-28,S002_P0012,1295,969.6559068493946,579.1229158426586,1329.6744697076313
2023-09-04,S002_P0012,1245,945.6925211852096,555.1595301784735,1305.7110840434461
2023-09-11,S002_P0012,792,937.1703533622085,546.6373623554725,1297.1889162204452
2023-09-18,S002_P0012,1225,963.9062409439024,573.3732499371663,1323.9248038021392
2023-09-25,S002_P0012,1151,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-02,S002_P0012,409,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-09,S002_P0012,767,982.2067404775419,591.6737494708059,1342.2253033357786
2023-10-16,S002_P0012,1011,972.5849380602817,582.0519470535457,1332.6035009185184
2023-10-23,S002_P0012,1810,951.6173266116707,561.0843356049347,1311.6358894699074
2023-10-30,S002_P0012,1034,898.7655980414609,508.2326070347248,1258.7841608996976
2023-11-06,S002_P0012,1204,952.6978371044102,562.1648460976742,1312.7163999626468
2023-11-13,S002_P0012,929,957.399368157546,566.86637715081,1317.4179310157826
2023-11-20,S002_P0012,1136,942.4812278535622,551.9482368468261,1302.499790711799
2023-11-27,S002_P0012,767,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-04,S002_P0012,1092,972.5849380602817,582.0519470535457,1332.6035009185184
2023-12-11,S002_P0012,733,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-18,S002_P0012,940,972.5849380602817,582.0519470535457,1332.6035009185184
2023-12-25,S002_P0012,886,960.29602372805,569.763032721314,1320.3145865862866
2023-07-03,S002_P0013,473,982.6489135417187,592.1159225349827,1342.6674763999554
2023-07-10,S002_P0013,1147,950.4811933765408,559.9482023698047,1310.4997562347776
2023-07-17,S002_P0013,1332,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-24,S002_P0013,567,990.2479742687018,599.7149832619657,1350.2665371269386
2023-07-31,S002_P0013,870,959.1435256406764,568.6105346339405,1319.1620884989131
2023-08-07,S002_P0013,1238,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-14,S002_P0013,1091,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-21,S002_P0013,1015,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-28,S002_P0013,786,982.6489135417187,592.1159225349827,1342.6674763999554
2023-09-04,S002_P0013,1069,972.5849380602817,582.0519470535457,1332.6035009185184
2023-09-11,S002_P0013,437,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-18,S002_P0013,1225,957.9792551092213,567.4462641024852,1317.997817967458
2023-09-25,S002_P0013,807,960.29602372805,569.763032721314,1320.3145865862866
2023-10-02,S002_P0013,567,965.4635761493563,574.9305851426202,1325.482139007593
2023-10-09,S002_P0013,867,950.3074683285008,559.7744773217648,1310.3260311867375
2023-10-16,S002_P0013,784,951.6173266116707,561.0843356049347,1311.6358894699074
2023-10-23,S002_P0013,886,962.8624340966495,572.3294430899134,1322.880996954886
2023-10-30,S002_P0013,947,954.2184686643775,563.6854776576415,1314.2370315226142
2023-11-06,S002_P0013,588,1098.4912513334284,707.9582603266924,1458.509814191665
2023-11-13,S002_P0013,1019,941.0401186855705,550.5071276788344,1301.0586815438073
2023-11-20,S002_P0013,1223,951.6173266116707,561.0843356049347,1311.6358894699074
2023-11-27,S002_P0013,1391,982.6512509700393,592.1182599633032,1342.669813828276
2023-12-04,S002_P0013,1169,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-11,S002_P0013,670,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S002_P0013,945,940.2311376207903,549.6981466140542,1300.249700479027
2023-12-25,S002_P0013,1142,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S002_P0014,1519,935.604228048551,545.071237041815,1295.6227909067877
2023-07-10,S002_P0014,761,884.8965200351424,494.3635290284064,1244.9150828933791
2023-07-17,S002_P0014,1253,933.5056294067762,542.9726384000401,1293.524192265013
2023-07-24,S002_P0014,832,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S002_P0014,804,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-07,S002_P0014,1045,944.9436129673073,554.4106219605712,1304.962175825544
2023-08-14,S002_P0014,1240,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-21,S002_P0014,1127,952.658796030603,562.1258050238669,1312.6773588888395
2023-08-28,S002_P0014,1000,952.658796030603,562.1258050238669,1312.6773588888395
2023-09-04,S002_P0014,490,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-11,S002_P0014,1069,943.208923949702,552.675932942966,1303.2274868079387
2023-09-18,S002_P0014,669,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-25,S002_P0014,566,925.1869344873767,534.6539434806407,1285.2054973456134
2023-10-02,S002_P0014,1087,914.858155936326,524.3251649295901,1274.8767187945627
2023-10-09,S002_P0014,1315,960.29602372805,569.763032721314,1320.3145865862866
2023-10-16,S002_P0014,1591,982.6512509700393,592.1182599633032,1342.669813828276
2023-10-23,S002_P0014,612,912.364365597679,521.8313745909429,1272.3829284559156
2023-10-30,S002_P0014,1143,940.2311376207903,549.6981466140542,1300.249700479027
2023-11-06,S002_P0014,463,945.1350251859462,554.6020341792102,1305.153588044183
2023-11-13,S002_P0014,1292,953.766075389165,563.2330843824291,1313.7846382474017
2023-11-20,S002_P0014,1012,960.29602372805,569.763032721314,1320.3145865862866
2023-11-27,S002_P0014,685,952.6611334589236,562.1281424521876,1312.6796963171603
2023-12-04,S002_P0014,489,909.8543783382859,519.3213873315499,1269.8729411965226
2023-12-11,S002_P0014,1082,939.5639750497423,549.0309840430064,1299.582537907979
2023-12-18,S002_P0014,1314,948.8367845345192,558.3037935277832,1308.855347392756
2023-12-25,S002_P0014,836,941.5682970794596,551.0353060727236,1301.5868599376963
2023-07-03,S002_P0015,660,975.5071566851424,584.9741656784063,1335.5257195433792
2023-07-10,S002_P0015,1248,935.0607692394668,544.5277782327307,1295.0793320977036
2023-07-17,S002_P0015,686,954.4153775856903,563.8823865789543,1314.433940443927
2023-07-24,S002_P0015,609,949.7673506867001,559.234359679964,1309.7859135449366
2023-07-31,S002_P0015,1461,939.1849933452168,548.6520023384808,1299.2035562034534
2023-08-07,S002_P0015,770,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-14,S002_P0015,985,951.7672602888649,561.2342692821289,1311.7858231471016
2023-08-21,S002_P0015,957,963.578351785722,573.0453607789859,1323.5969146439588
2023-08-28,S002_P0015,840,982.6489135417187,592.1159225349827,1342.6674763999554
2023-09-04,S002_P0015,1206,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-11,S002_P0015,860,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-18,S002_P0015,652,952.6611334589236,562.1281424521876,1312.6796963171603
2023-09-25,S002_P0015,1025,984.3591471293444,593.8261561226084,1344.377709987581
2023-10-02,S002_P0015,1016,982.6512509700393,592.1182599633032,1342.669813828276
2023-10-09,S002_P0015,946,961.3398305753029,570.8068395685668,1321.3583934335397
2023-10-16,S002_P0015,1205,952.6611334589236,562.1281424521876,1312.6796963171603
2023-10-23,S002_P0015,1317,982.6512509700393,592.1182599633032,1342.669813828276
2023-10-30,S002_P0015,575,945.6925211852096,555.1595301784735,1305.7110840434461
2023-11-06,S002_P0015,1081,948.9098347371696,558.3768437304336,1308.9283975954063
2023-11-13,S002_P0015,761,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-20,S002_P0015,611,963.9062409439024,573.3732499371663,1323.9248038021392
2023-11-27,S002_P0015,921,941.7884728262442,551.2554818195081,1301.807035684481
2023-12-04,S002_P0015,762,960.29602372805,569.763032721314,1320.3145865862866
2023-12-11,S002_P0015,818,971.5411312130288,581.0081402062929,1331.5596940712655
2023-12-18,S002_P0015,1211,962.8624340966495,572.3294430899134,1322.880996954886
2023-12-25,S002_P0015,559,961.3398305753029,570.8068395685668,1321.3583934335397
2023-07-03,S002_P0016,820,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-10,S002_P0016,1099,994.8899602520238,604.3569692452877,1354.9085231102604
2023-07-17,S002_P0016,902,1007.5062435385111,616.973252531775,1367.5248063967479
2023-07-24,S002_P0016,784,969.6559068493946,579.1229158426586,1329.6744697076313
2023-07-31,S002_P0016,863,980.9010143343734,590.3680233276373,1340.9195771926102
2023-08-07,S002_P0016,935,969.6559068493946,579.1229158426586,1329.6744697076313
2023-08-14,S002_P0016,1157,951.6149891833501,561.081998176614,1311.6335520415869
2023-08-21,S002_P0016,792,912.9195241686217,522.3865331618856,1272.9380870268583
2023-08-28,S002_P0016,581,963.9039035155818,573.3709125088458,1323.9224663738185
2023-09-04,S002_P0016,1093,939.1873307735374,548.6543397668013,1299.205893631774
2023-09-11,S002_P0016,1346,961.3398305753029,570.8068395685668,1321.3583934335397
2023-09-18,S002_P0016,573,905.2657485313264,514.7327575245904,1265.284311389563
2023-09-25,S002_P0016,522,940.2311376207903,549.6981466140542,1300.249700479027
2023-10-02,S002_P0016,633,928.1914539442139,537.6584629374779,1288.2100168024506
2023-10-09,S002_P0016,1048,939.1873307735374,548.6543397668013,1299.205893631774
2023-10-16,S002_P0016,1175,904.2219416840735,513.6889506773375,1264.2405045423102
2023-10-23,S002_P0016,952,927.2881517744594,536.7551607677233,1287.3067146326962
2023-10-30,S002_P0016,1211,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-06,S002_P0016,761,905.2657485313264,514.7327575245904,1265.284311389563
2023-11-13,S002_P0016,1537,997.3012295853389,606.7682385786029,1357.3197924435756
2023-11-20,S002_P0016,762,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-27,S002_P0016,723,896.1439649484419,505.6109739417058,1256.1625278066786
2023-12-04,S002_P0016,981,972.5849380602817,582.0519470535457,1332.6035009185184
2023-12-11,S002_P0016,1684,961.3398305753029,570.8068395685668,1321.3583934335397
2023-12-18,S002_P0016,1146,969.1231095273556,578.5901185206196,1329.1416723855923
2023-12-25,S002_P0016,945,952.6611334589236,562.1281424521876,1312.6796963171603
2023-07-03,S002_P0017,527,964.4878758963918,573.9548848896557,1324.5064387546286
2023-07-10,S002_P0017,283,928.1891165158933,537.6561255091572,1288.2076793741298
2023-07-17,S002_P0017,818,991.666804170795,601.1338131640589,1351.6853670290316
2023-07-24,S002_P0017,1676,993.2530702623386,602.7200792556025,1353.2716331205752
2023-07-31,S002_P0017,1001,829.8556984672667,439.3227074605307,1189.8742613255035
2023-08-07,S002_P0017,467,924.308644265118,533.7756532583819,1284.3272071233546
2023-08-14,S002_P0017,990,952.6908262463461,562.15783523961,1312.709389104583
2023-08-21,S002_P0017,894,919.0337940312321,528.500803024496,1279.0523568894687
2023-08-28,S002_P0017,636,968.6121000021417,578.0791089954057,1328.6306628603784
2023-09-04,S002_P0017,684,914.858155936326,524.3251649295901,1274.8767187945627
2023-09-11,S002_P0017,652,947.8660278899167,557.3330368831807,1307.8845907481534
2023-09-18,S002_P0017,687,939.1873307735374,548.6543397668013,1299.205893631774
2023-09-25,S002_P0017,858,937.7023497603778,547.1693587536417,1297.7209126186144
2023-10-02,S002_P0017,622,960.29602372805,569.763032721314,1320.3145865862866
2023-10-09,S002_P0017,586,941.7884728262442,551.2554818195081,1301.807035684481
2023-10-16,S002_P0017,899,939.1873307735374,548.6543397668013,1299.205893631774
2023-10-23,S002_P0017,557,981.6074441227864,591.0744531160503,1341.6260069810232
2023-10-30,S002_P0017,691,939.1873307735374,548.6543397668013,1299.205893631774
2023-11-06,S002_P0017,1455,951.5409474082559,561.0079564015198,1311.5595102664925
2023-11-13,S002_P0017,564,952.6611334589236,562.1281424521876,1312.6796963171603
2023-11-20,S002_P0017,1257,947.8660278899167,557.3330368831807,1307.8845907481534
2023-11-27,S002_P0017,1177,952.6611334589236,562.1281424521876,1312.6796963171603
