week_start,sku_id,units_sold,seasonal_naive
2023-11-06,S001_P0019,787,407.0
2023-11-13,S001_P0019,828,1381.0
2023-11-20,S001_P0019,1070,1557.0
2023-11-27,S001_P0019,753,843.0
2023-12-04,S001_P0019,734,948.0
2023-12-11,S001_P0019,982,1018.0
2023-12-18,S001_P0019,956,1875.0
2023-12-25,S001_P0019,810,505.0
2022-01-03,S001_P0020,510,
2022-01-10,S001_P0020,1123,
2022-01-17,S001_P0020,574,
2022-01-24,S001_P0020,843,
2022-01-31,S001_P0020,994,
2022-02-07,S001_P0020,926,
2022-02-14,S001_P0020,757,
2022-02-21,S001_P0020,1489,
2022-02-28,S001_P0020,991,
2022-03-07,S001_P0020,1148,
2022-03-14,S001_P0020,755,
2022-03-21,S001_P0020,1481,
2022-03-28,S001_P0020,1275,
2022-04-04,S001_P0020,1590,
2022-04-11,S001_P0020,893,
2022-04-18,S001_P0020,672,
2022-04-25,S001_P0020,1015,
2022-05-02,S001_P0020,1458,
2022-05-09,S001_P0020,952,
2022-05-16,S001_P0020,868,
2022-05-23,S001_P0020,737,
2022-05-30,S001_P0020,1122,
2022-06-06,S001_P0020,1581,
2022-06-13,S001_P0020,1422,
2022-06-20,S001_P0020,734,
2022-06-27,S001_P0020,768,
2022-07-04,S001_P0020,794,
2022-07-11,S001_P0020,1304,
2022-07-18,S001_P0020,1647,
2022-07-25,S001_P0020,911,
2022-08-01,S001_P0020,413,
2022-08-08,S001_P0020,628,
2022-08-15,S001_P0020,1215,
2022-08-22,S001_P0020,505,
2022-08-29,S001_P0020,725,
2022-09-05,S001_P0020,1157,
2022-09-12,S001_P0020,746,
2022-09-19,S001_P0020,1678,
2022-09-26,S001_P0020,452,
2022-10-03,S001_P0020,647,
2022-10-10,S001_P0020,1679,
2022-10-17,S001_P0020,1033,
2022-10-24,S001_P0020,1559,
2022-10-31,S001_P0020,1220,
2022-11-07,S001_P0020,810,
2022-11-14,S001_P0020,734,
2022-11-21,S001_P0020,607,
2022-11-28,S001_P0020,468,
2022-12-05,S001_P0020,1291,
2022-12-12,S001_P0020,911,
2022-12-19,S001_P0020,1374,
2022-12-26,S001_P0020,706,
2023-01-02,S001_P0020,1085,510.0
2023-01-09,S001_P0020,1058,1123.0
2023-01-16,S001_P0020,1451,574.0
2023-01-23,S001_P0020,1600,843.0
2023-01-30,S001_P0020,1217,994.0
2023-02-06,S001_P0020,1171,926.0
2023-02-13,S001_P0020,1852,757.0
2023-02-20,S001_P0020,814,1489.0
2023-02-27,S001_P0020,862,991.0
2023-03-06,S001_P0020,1020,1148.0
2023-03-13,S001_P0020,904,755.0
2023-03-20,S001_P0020,645,1481.0
2023-03-27,S001_P0020,1137,1275.0
2023-04-03,S001_P0020,826,1590.0
2023-04-10,S001_P0020,730,893.0
2023-04-17,S001_P0020,588,672.0
2023-04-24,S001_P0020,1360,1015.0
2023-05-01,S001_P0020,1013,1458.0
2023-05-08,S001_P0020,919,952.0
2023-05-15,S001_P0020,858,868.0
2023-05-22,S001_P0020,576,737.0
2023-05-29,S001_P0020,475,1122.0
2023-06-05,S001_P0020,722,1581.0
2023-06-12,S001_P0020,940,1422.0
2023-06-19,S001_P0020,807,734.0
2023-06-26,S001_P0020,1538,768.0
2023-07-03,S001_P0020,881,794.0
2023-07-10,S001_P0020,1429,1304.0
2023-07-17,S001_P0020,1005,1647.0
2023-07-24,S001_P0020,1152,911.0
2023-07-31,S001_P0020,872,413.0
2023-08-07,S001_P0020,569,628.0
2023-08-14,S001_P0020,623,1215.0
2023-08-21,S001_P0020,1558,505.0
2023-08-28,S001_P0020,332,725.0
2023-09-04,S001_P0020,406,1157.0
2023-09-11,S001_P0020,889,746.0
2023-09-18,S001_P0020,1256,1678.0
2023-09-25,S001_P0020,757,452.0
2023-10-02,S001_P0020,984,647.0
2023-10-09,S001_P0020,599,1679.0
2023-10-16,S001_P0020,931,1033.0
2023-10-23,S001_P0020,500,1559.0
2023-10-30,S001_P0020,977,1220.0
2023-11-06,S001_P0020,995,810.0
2023-11-13,S001_P0020,517,734.0
2023-11-20,S001_P0020,786,607.0
2023-11-27,S001_P0020,804,468.0
2023-12-04,S001_P0020,1003,1291.0
2023-12-11,S001_P0020,1322,911.0
2023-12-18,S001_P0020,790,1374.0
2023-12-25,S001_P0020,822,706.0
2022-01-03,S002_P0001,1067,
2022-01-10,S002_P0001,910,
2022-01-17,S002_P0001,482,
2022-01-24,S002_P0001,1155,
2022-01-31,S002_P0001,654,
2022-02-07,S002_P0001,1419,
2022-02-14,S002_P0001,624,
2022-02-21,S002_P0001,575,
2022-02-28,S002_P0001,876,
2022-03-07,S002_P0001,635,
2022-03-14,S002_P0001,536,
2022-03-21,S002_P0001,1123,
2022-03-28,S002_P0001,990,
2022-04-04,S002_P0001,1015,
2022-04-11,S002_P0001,966,
2022-04-18,S002_P0001,768,
2022-04-25,S002_P0001,1361,
2022-05-02,S002_P0001,1066,
2022-05-09,S002_P0001,976,
2022-05-16,S002_P0001,1265,
2022-05-23,S002_P0001,576,
2022-05-30,S002_P0001,1735,
2022-06-06,S002_P0001,1420,
2022-06-13,S002_P0001,853,
2022-06-20,S002_P0001,1543,
2022-06-27,S002_P0001,451,
2022-07-04,S002_P0001,529,
2022-07-11,S002_P0001,1237,
2022-07-18,S002_P0001,1021,
2022-07-25,S002_P0001,518,
2022-08-01,S002_P0001,247,
2022-08-08,S002_P0001,1209,
2022-08-15,S002_P0001,1178,
2022-08-22,S002_P0001,1077,
2022-08-29,S002_P0001,865,
2022-09-05,S002_P0001,910,
2022-09-12,S002_P0001,1222,
2022-09-19,S002_P0001,1302,
2022-09-26,S002_P0001,1644,
2022-10-03,S002_P0001,822,
2022-10-10,S002_P0001,1095,
2022-10-17,S002_P0001,974,
2022-10-24,S002_P0001,741,
2022-10-31,S002_P0001,1360,
2022-11-07,S002_P0001,907,
2022-11-14,S002_P0001,1304,
2022-11-21,S002_P0001,1231,
2022-11-28,S002_P0001,876,
2022-12-05,S002_P0001,1595,
2022-12-12,S002_P0001,1324,
2022-12-19,S002_P0001,1003,
2022-12-26,S002_P0001,808,
2023-01-02,S002_P0001,1251,1067.0
2023-01-09,S002_P0001,793,910.0
2023-01-16,S002_P0001,877,482.0
2023-01-23,S002_P0001,1281,1155.0
2023-01-30,S002_P0001,790,654.0
2023-02-06,S002_P0001,383,1419.0
2023-02-13,S002_P0001,1051,624.0
2023-02-20,S002_P0001,945,575.0
2023-02-27,S002_P0001,1449,876.0
2023-03-06,S002_P0001,1256,635.0
2023-03-13,S002_P0001,1057,536.0
2023-03-20,S002_P0001,1202,1123.0
2023-03-27,S002_P0001,1114,990.0
2023-04-03,S002_P0001,798,1015.0
2023-04-10,S002_P0001,958,966.0
2023-04-17,S002_P0001,1457,768.0
2023-04-24,S002_P0001,1154,1361.0
2023-05-01,S002_P0001,727,1066.0
2023-05-08,S002_P0001,769,976.0
2023-05-15,S002_P0001,1114,1265.0
2023-05-22,S002_P0001,1197,576.0
2023-05-29,S002_P0001,1046,1735.0
2023-06-05,S002_P0001,821,1420.0
2023-06-12,S002_P0001,1683,853.0
2023-06-19,S002_P0001,742,1543.0
2023-06-26,S002_P0001,993,451.0
2023-07-03,S002_P0001,392,529.0
2023-07-10,S002_P0001,1776,1237.0
2023-07-17,S002_P0001,1354,1021.0
2023-07-24,S002_P0001,1152,518.0
2023-07-31,S002_P0001,943,247.0
2023-08-07,S002_P0001,857,1209.0
2023-08-14,S002_P0001,670,1178.0
2023-08-21,S002_P0001,875,1077.0
2023-08-28,S002_P0001,1366,865.0
2023-09-04,S002_P0001,803,910.0
2023-09-11,S002_P0001,966,1222.0
2023-09-18,S002_P0001,1144,1302.0
2023-09-25,S002_P0001,901,1644.0
2023-10-02,S002_P0001,1216,822.0
2023-10-09,S002_P0001,1124,1095.0
2023-10-16,S002_P0001,777,974.0
2023-10-23,S002_P0001,547,741.0
2023-10-30,S002_P0001,1445,1360.0
2023-11-06,S002_P0001,712,907.0
2023-11-13,S002_P0001,1062,1304.0
2023-11-20,S002_P0001,1095,1231.0
2023-11-27,S002_P0001,768,876.0
2023-12-04,S002_P0001,874,1595.0
2023-12-11,S002_P0001,1412,1324.0
2023-12-18,S002_P0001,846,1003.0
2023-12-25,S002_P0001,1509,808.0
2022-01-03,S002_P0002,462,
2022-01-10,S002_P0002,497,
2022-01-17,S002_P0002,720,
2022-01-24,S002_P0002,795,
2022-01-31,S002_P0002,882,
2022-02-07,S002_P0002,816,
2022-02-14,S002_P0002,1043,
2022-02-21,S002_P0002,1362,
2022-02-28,S002_P0002,1345,
2022-03-07,S002_P0002,1554,
2022-03-14,S002_P0002,656,
2022-03-21,S002_P0002,1484,
2022-03-28,S002_P0002,882,
2022-04-04,S002_P0002,813,
2022-04-11,S002_P0002,678,
2022-04-18,S002_P0002,1566,
2022-04-25,S002_P0002,1010,
2022-05-02,S002_P0002,1107,
2022-05-09,S002_P0002,454,
2022-05-16,S002_P0002,1215,
2022-05-23,S002_P0002,727,
2022-05-30,S002_P0002,1001,
2022-06-06,S002_P0002,1179,
2022-06-13,S002_P0002,1022,
2022-06-20,S002_P0002,1292,
2022-06-27,S002_P0002,578,
2022-07-04,S002_P0002,815,
2022-07-11,S002_P0002,684,
2022-07-18,S002_P0002,815,
2022-07-25,S002_P0002,1082,
2022-08-01,S002_P0002,735,
2022-08-08,S002_P0002,1017,
2022-08-15,S002_P0002,460,
2022-08-22,S002_P0002,742,
2022-08-29,S002_P0002,953,
2022-09-05,S002_P0002,730,
2022-09-12,S002_P0002,497,
2022-09-19,S002_P0002,667,
2022-09-26,S002_P0002,787,
2022-10-03,S002_P0002,756,
2022-10-10,S002_P0002,779,
2022-10-17,S002_P0002,1107,
2022-10-24,S002_P0002,1451,
2022-10-31,S002_P0002,311,
2022-11-07,S002_P0002,1160,
2022-11-14,S002_P0002,335,
2022-11-21,S002_P0002,668,
2022-11-28,S002_P0002,941,
2022-12-05,S002_P0002,931,
2022-12-12,S002_P0002,661,
2022-12-19,S002_P0002,1089,
2022-12-26,S002_P0002,1047,
2023-01-02,S002_P0002,647,462.0
2023-01-09,S002_P0002,1065,497.0
2023-01-16,S002_P0002,1226,720.0
2023-01-23,S002_P0002,1173,795.0
2023-01-30,S002_P0002,940,882.0
2023-02-06,S002_P0002,885,816.0
2023-02-13,S002_P0002,907,1043.0
2023-02-20,S002_P0002,947,1362.0
2023-02-27,S002_P0002,1014,1345.0
2023-03-06,S002_P0002,671,1554.0
2023-03-13,S002_P0002,867,656.0
2023-03-20,S002_P0002,593,1484.0
2023-03-27,S002_P0002,927,882.0
2023-04-03,S002_P0002,829,813.0
2023-04-10,S002_P0002,1468,678.0
2023-04-17,S002_P0002,914,1566.0
2023-04-24,S002_P0002,1112,1010.0
2023-05-01,S002_P0002,660,1107.0
2023-05-08,S002_P0002,665,454.0
2023-05-15,S002_P0002,876,1215.0
2023-05-22,S002_P0002,1432,727.0
2023-05-29,S002_P0002,1143,1001.0
2023-06-05,S002_P0002,947,1179.0
2023-06-12,S002_P0002,1461,1022.0
2023-06-19,S002_P0002,1130,1292.0
2023-06-26,S002_P0002,1366,578.0
2023-07-03,S002_P0002,1260,815.0
2023-07-10,S002_P0002,845,684.0
2023-07-17,S002_P0002,525,815.0
2023-07-24,S002_P0002,1260,1082.0
2023-07-31,S002_P0002,1164,735.0
2023-08-07,S002_P0002,816,1017.0
2023-08-14,S002_P0002,506,460.0
2023-08-21,S002_P0002,573,742.0
2023-08-28,S002_P0002,1179,953.0
2023-09-04,S002_P0002,584,730.0
2023-09-11,S002_P0002,1171,497.0
2023-09-18,S002_P0002,1024,667.0
2023-09-25,S002_P0002,992,787.0
2023-10-02,S002_P0002,582,756.0
2023-10-09,S002_P0002,811,779.0
2023-10-16,S002_P0002,631,1107.0
2023-10-23,S002_P0002,778,1451.0
2023-10-30,S002_P0002,521,311.0
2023-11-06,S002_P0002,1168,1160.0
2023-11-13,S002_P0002,891,335.0
2023-11-20,S002_P0002,956,668.0
2023-11-27,S002_P0002,743,941.0
2023-12-04,S002_P0002,624,931.0
2023-12-11,S002_P0002,589,661.0
2023-12-18,S002_P0002,551,1089.0
2023-12-25,S002_P0002,936,1047.0
2022-01-03,S002_P0003,1092,
2022-01-10,S002_P0003,997,
2022-01-17,S002_P0003,1279,
2022-01-24,S002_P0003,699,
2022-01-31,S002_P0003,944,
2022-02-07,S002_P0003,823,
2022-02-14,S002_P0003,808,
2022-02-21,S002_P0003,931,
2022-02-28,S002_P0003,1475,
2022-03-07,S002_P0003,640,
2022-03-14,S002_P0003,729,
2022-03-21,S002_P0003,873,
2022-03-28,S002_P0003,484,
2022-04-04,S002_P0003,792,
2022-04-11,S002_P0003,1135,
2022-04-18,S002_P0003,1094,
2022-04-25,S002_P0003,1143,
2022-05-02,S002_P0003,611,
2022-05-09,S002_P0003,786,
2022-05-16,S002_P0003,707,
2022-05-23,S002_P0003,1084,
2022-05-30,S002_P0003,893,
2022-06-06,S002_P0003,689,
2022-06-13,S002_P0003,439,
2022-06-20,S002_P0003,1235,
2022-06-27,S002_P0003,708,
2022-07-04,S002_P0003,468,
2022-07-11,S002_P0003,581,
2022-07-18,S002_P0003,580,
2022-07-25,S002_P0003,1176,
2022-08-01,S002_P0003,1701,
2022-08-08,S002_P0003,844,
2022-08-15,S002_P0003,866,
2022-08-22,S002_P0003,1488,
2022-08-29,S002_P0003,1246,
2022-09-05,S002_P0003,762,
2022-09-12,S002_P0003,344,
2022-09-19,S002_P0003,712,
2022-09-26,S002_P0003,702,
2022-10-03,S002_P0003,1345,
2022-10-10,S002_P0003,727,
2022-10-17,S002_P0003,766,
2022-10-24,S002_P0003,699,
2022-10-31,S002_P0003,717,
2022-11-07,S002_P0003,534,
2022-11-14,S002_P0003,668,
2022-11-21,S002_P0003,838,
2022-11-28,S002_P0003,830,
2022-12-05,S002_P0003,1089,
2022-12-12,S002_P0003,1033,
2022-12-19,S002_P0003,773,
2022-12-26,S002_P0003,746,
2023-01-02,S002_P0003,1306,1092.0
2023-01-09,S002_P0003,1074,997.0
2023-01-16,S002_P0003,790,1279.0
2023-01-23,S002_P0003,1092,699.0
2023-01-30,S002_P0003,853,944.0
2023-02-06,S002_P0003,1036,823.0
2023-02-13,S002_P0003,1156,808.0
2023-02-20,S002_P0003,1424,931.0
2023-02-27,S002_P0003,1417,1475.0
2023-03-06,S002_P0003,1075,640.0
2023-03-13,S002_P0003,1410,729.0
2023-03-20,S002_P0003,777,873.0
2023-03-27,S002_P0003,686,484.0
2023-04-03,S002_P0003,703,792.0
2023-04-10,S002_P0003,1275,1135.0
2023-04-17,S002_P0003,900,1094.0
2023-04-24,S002_P0003,1037,1143.0
2023-05-01,S002_P0003,1365,611.0
2023-05-08,S002_P0003,832,786.0
2023-05-15,S002_P0003,1461,707.0
2023-05-22,S002_P0003,630,1084.0
2023-05-29,S002_P0003,1335,893.0
2023-06-05,S002_P0003,646,689.0
2023-06-12,S002_P0003,737,439.0
2023-06-19,S002_P0003,921,1235.0
2023-06-26,S002_P0003,1182,708.0
2023-07-03,S002_P0003,721,468.0
2023-07-10,S002_P0003,1375,581.0
2023-07-17,S002_P0003,792,580.0
2023-07-24,S002_P0003,1020,1176.0
2023-07-31,S002_P0003,585,1701.0
2023-08-07,S002_P0003,870,844.0
2023-08-14,S002_P0003,706,866.0
2023-08-21,S002_P0003,456,1488.0
2023-08-28,S002_P0003,1488,1246.0
2023-09-04,S002_P0003,957,762.0
2023-09-11,S002_P0003,1458,344.0
2023-09-18,S002_P0003,1264,712.0
2023-09-25,S002_P0003,767,702.0
2023-10-02,S002_P0003,331,1345.0
2023-10-09,S002_P0003,1047,727.0
2023-10-16,S002_P0003,1220,766.0
2023-10-23,S002_P0003,908,699.0
2023-10-30,S002_P0003,767,717.0
2023-11-06,S002_P0003,951,534.0
2023-11-13,S002_P0003,575,668.0
2023-11-20,S002_P0003,973,838.0
2023-11-27,S002_P0003,1451,830.0
2023-12-04,S002_P0003,1253,1089.0
2023-12-11,S002_P0003,992,1033.0
2023-12-18,S002_P0003,992,773.0
2023-12-25,S002_P0003,431,746.0
2022-01-03,S002_P0004,665,
2022-01-10,S002_P0004,831,
2022-01-17,S002_P0004,1871,
2022-01-24,S002_P0004,1220,
2022-01-31,S002_P0004,1359,
2022-02-07,S002_P0004,1548,
2022-02-14,S002_P0004,1185,
2022-02-21,S002_P0004,1225,
2022-02-28,S002_P0004,863,
2022-03-07,S002_P0004,778,
2022-03-14,S002_P0004,935,
2022-03-21,S002_P0004,1353,
2022-03-28,S002_P0004,524,
2022-04-04,S002_P0004,779,
2022-04-11,S002_P0004,1386,
2022-04-18,S002_P0004,477,
2022-04-25,S002_P0004,1193,
2022-05-02,S002_P0004,901,
2022-05-09,S002_P0004,774,
2022-05-16,S002_P0004,611,
2022-05-23,S002_P0004,510,
2022-05-30,S002_P0004,1212,
2022-06-06,S002_P0004,854,
2022-06-13,S002_P0004,611,
2022-06-20,S002_P0004,1267,
2022-06-27,S002_P0004,820,
2022-07-04,S002_P0004,1137,
2022-07-11,S002_P0004,686,
2022-07-18,S002_P0004,574,
2022-07-25,S002_P0004,795,
2022-08-01,S002_P0004,1228,
2022-08-08,S002_P0004,1031,
2022-08-15,S002_P0004,926,
2022-08-22,S002_P0004,1081,
2022-08-29,S002_P0004,937,
2022-09-05,S002_P0004,1071,
2022-09-12,S002_P0004,731,
2022-09-19,S002_P0004,802,
2022-09-26,S002_P0004,1128,
2022-10-03,S002_P0004,953,
2022-10-10,S002_P0004,1493,
2022-10-17,S002_P0004,1254,
2022-10-24,S002_P0004,950,
2022-10-31,S002_P0004,498,
2022-11-07,S002_P0004,1312,
2022-11-14,S002_P0004,1612,
2022-11-21,S002_P0004,1116,
2022-11-28,S002_P0004,991,
2022-12-05,S002_P0004,865,
2022-12-12,S002_P0004,1142,
2022-12-19,S002_P0004,902,
2022-12-26,S002_P0004,1248,
2023-01-02,S002_P0004,784,665.0
2023-01-09,S002_P0004,892,831.0
2023-01-16,S002_P0004,1259,1871.0
2023-01-23,S002_P0004,1432,1220.0
2023-01-30,S002_P0004,474,1359.0
2023-02-06,S002_P0004,1181,1548.0
2023-02-13,S002_P0004,1046,1185.0
2023-02-20,S002_P0004,1351,1225.0
2023-02-27,S002_P0004,1034,863.0
2023-03-06,S002_P0004,1053,778.0
2023-03-13,S002_P0004,1057,935.0
2023-03-20,S002_P0004,669,1353.0
2023-03-27,S002_P0004,1224,524.0
2023-04-03,S002_P0004,1073,779.0
2023-04-10,S002_P0004,828,1386.0
2023-04-17,S002_P0004,1032,477.0
2023-04-24,S002_P0004,1387,1193.0
2023-05-01,S002_P0004,860,901.0
2023-05-08,S002_P0004,828,774.0
2023-05-15,S002_P0004,1111,611.0
2023-05-22,S002_P0004,996,510.0
2023-05-29,S002_P0004,1014,1212.0
2023-06-05,S002_P0004,1134,854.0
2023-06-12,S002_P0004,1052,611.0
2023-06-19,S002_P0004,1247,1267.0
2023-06-26,S002_P0004,1273,820.0
2023-07-03,S002_P0004,853,1137.0
2023-07-10,S002_P0004,638,686.0
2023-07-17,S002_P0004,1347,574.0
2023-07-24,S002_P0004,674,795.0
2023-07-31,S002_P0004,495,1228.0
2023-08-07,S002_P0004,1317,1031.0
2023-08-14,S002_P0004,1218,926.0
2023-08-21,S002_P0004,464,1081.0
2023-08-28,S002_P0004,635,937.0
2023-09-04,S002_P0004,1062,1071.0
2023-09-11,S002_P0004,962,731.0
2023-09-18,S002_P0004,736,802.0
2023-09-25,S002_P0004,417,1128.0
2023-10-02,S002_P0004,785,953.0
2023-10-09,S002_P0004,723,1493.0
2023-10-16,S002_P0004,800,1254.0
2023-10-23,S002_P0004,1036,950.0
2023-10-30,S002_P0004,569,498.0
2023-11-06,S002_P0004,492,1312.0
2023-11-13,S002_P0004,1178,1612.0
2023-11-20,S002_P0004,791,1116.0
2023-11-27,S002_P0004,471,991.0
2023-12-04,S002_P0004,1128,865.0
2023-12-11,S002_P0004,734,1142.0
2023-12-18,S002_P0004,1077,902.0
2023-12-25,S002_P0004,885,1248.0
2022-01-03,S002_P0005,1456,
2022-01-10,S002_P0005,818,
2022-01-17,S002_P0005,615,
2022-01-24,S002_P0005,457,
2022-01-31,S002_P0005,966,
2022-02-07,S002_P0005,717,
2022-02-14,S002_P0005,705,
2022-02-21,S002_P0005,515,
2022-02-28,S002_P0005,798,
2022-03-07,S002_P0005,1080,
2022-03-14,S002_P0005,1266,
2022-03-21,S002_P0005,396,
2022-03-28,S002_P0005,1154,
2022-04-04,S002_P0005,1228,
2022-04-11,S002_P0005,1245,
2022-04-18,S002_P0005,1195,
2022-04-25,S002_P0005,919,
2022-05-02,S002_P0005,739,
2022-05-09,S002_P0005,1235,
2022-05-16,S002_P0005,903,
2022-05-23,S002_P0005,792,
2022-05-30,S002_P0005,487,
2022-06-06,S002_P0005,970,
2022-06-13,S002_P0005,1250,
2022-06-20,S002_P0005,1136,
2022-06-27,S002_P0005,1000,
2022-07-04,S002_P0005,1109,
2022-07-11,S002_P0005,582,
2022-07-18,S002_P0005,665,
2022-07-25,S002_P0005,1122,
2022-08-01,S002_P0005,807,
2022-08-08,S002_P0005,807,
2022-08-15,S002_P0005,681,
2022-08-22,S002_P0005,1547,
2022-08-29,S002_P0005,1159,
2022-09-05,S002_P0005,547,
2022-09-12,S002_P0005,1252,
2022-09-19,S002_P0005,1053,
2022-09-26,S002_P0005,1211,
2022-10-03,S002_P0005,515,
2022-10-10,S002_P0005,429,
2022-10-17,S002_P0005,1093,
2022-10-24,S002_P0005,787,
2022-10-31,S002_P0005,950,
2022-11-07,S002_P0005,880,
2022-11-14,S002_P0005,1436,
2022-11-21,S002_P0005,790,
2022-11-28,S002_P0005,787,
2022-12-05,S002_P0005,858,
2022-12-12,S002_P0005,974,
2022-12-19,S002_P0005,1275,
2022-12-26,S002_P0005,789,
2023-01-02,S002_P0005,1112,1456.0
2023-01-09,S002_P0005,1578,818.0
2023-01-16,S002_P0005,1196,615.0
2023-01-23,S002_P0005,722,457.0
2023-01-30,S002_P0005,837,966.0
2023-02-06,S002_P0005,697,717.0
2023-02-13,S002_P0005,979,705.0
2023-02-20,S002_P0005,879,515.0
2023-02-27,S002_P0005,412,798.0
2023-03-06,S002_P0005,800,1080.0
2023-03-13,S002_P0005,839,1266.0
2023-03-20,S002_P0005,970,396.0
2023-03-27,S002_P0005,1031,1154.0
2023-04-03,S002_P0005,1202,1228.0
2023-04-10,S002_P0005,1248,1245.0
2023-04-17,S002_P0005,853,1195.0
2023-04-24,S002_P0005,1007,919.0
2023-05-01,S002_P0005,679,739.0
2023-05-08,S002_P0005,522,1235.0
2023-05-15,S002_P0005,1054,903.0
2023-05-22,S002_P0005,1206,792.0
2023-05-29,S002_P0005,686,487.0
2023-06-05,S002_P0005,538,970.0
2023-06-12,S002_P0005,939,1250.0
2023-06-19,S002_P0005,1157,1136.0
2023-06-26,S002_P0005,1108,1000.0
2023-07-03,S002_P0005,793,1109.0
2023-07-10,S002_P0005,699,582.0
2023-07-17,S002_P0005,862,665.0
2023-07-24,S002_P0005,874,1122.0
2023-07-31,S002_P0005,1259,807.0
2023-08-07,S002_P0005,1182,807.0
2023-08-14,S002_P0005,873,681.0
2023-08-21,S002_P0005,939,1547.0
2023-08-28,S002_P0005,927,1159.0
2023-09-04,S002_P0005,1151,547.0
2023-09-11,S002_P0005,503,1252.0
2023-09-18,S002_P0005,615,1053.0
2023-09-25,S002_P0005,1014,1211.0
2023-10-02,S002_P0005,1096,515.0
2023-10-09,S002_P0005,1120,429.0
2023-10-16,S002_P0005,692,1093.0
2023-10-23,S002_P0005,1856,787.0
2023-10-30,S002_P0005,721,950.0
2023-11-06,S002_P0005,745,880.0
2023-11-13,S002_P0005,911,1436.0
2023-11-20,S002_P0005,770,790.0
2023-11-27,S002_P0005,821,787.0
2023-12-04,S002_P0005,773,858.0
2023-12-11,S002_P0005,967,974.0
2023-12-18,S002_P0005,851,1275.0
2023-12-25,S002_P0005,1078,789.0
2022-01-03,S002_P0006,965,
2022-01-10,S002_P0006,1318,
2022-01-17,S002_P0006,878,
2022-01-24,S002_P0006,1169,
2022-01-31,S002_P0006,853,
2022-02-07,S002_P0006,1128,
2022-02-14,S002_P0006,1393,
2022-02-21,S002_P0006,746,
2022-02-28,S002_P0006,889,
2022-03-07,S002_P0006,1574,
2022-03-14,S002_P0006,695,
2022-03-21,S002_P0006,1362,
2022-03-28,S002_P0006,1051,
2022-04-04,S002_P0006,1162,
2022-04-11,S002_P0006,1258,
2022-04-18,S002_P0006,1592,
2022-04-25,S002_P0006,915,
2022-05-02,S002_P0006,822,
2022-05-09,S002_P0006,718,
2022-05-16,S002_P0006,730,
2022-05-23,S002_P0006,1343,
2022-05-30,S002_P0006,901,
2022-06-06,S002_P0006,682,
2022-06-13,S002_P0006,1219,
2022-06-20,S002_P0006,773,
2022-06-27,S002_P0006,842,
2022-07-04,S002_P0006,729,
2022-07-11,S002_P0006,1196,
2022-07-18,S002_P0006,679,
2022-07-25,S002_P0006,1017,
2022-08-01,S002_P0006,787,
2022-08-08,S002_P0006,788,
2022-08-15,S002_P0006,571,
2022-08-22,S002_P0006,1422,
2022-08-29,S002_P0006,1611,
2022-09-05,S002_P0006,741,
2022-09-12,S002_P0006,1030,
2022-09-19,S002_P0006,946,
2022-09-26,S002_P0006,767,
2022-10-03,S002_P0006,1068,
2022-10-10,S002_P0006,980,
2022-10-17,S002_P0006,515,
2022-10-24,S002_P0006,1100,
2022-10-31,S002_P0006,921,
2022-11-07,S002_P0006,575,
2022-11-14,S002_P0006,756,
2022-11-21,S002_P0006,956,
2022-11-28,S002_P0006,836,
2022-12-05,S002_P0006,1148,
2022-12-12,S002_P0006,444,
2022-12-19,S002_P0006,864,
2022-12-26,S002_P0006,933,
2023-01-02,S002_P0006,849,965.0
2023-01-09,S002_P0006,639,1318.0
2023-01-16,S002_P0006,948,878.0
2023-01-23,S002_P0006,1084,1169.0
2023-01-30,S002_P0006,516,853.0
2023-02-06,S002_P0006,733,1128.0
2023-02-13,S002_P0006,1209,1393.0
2023-02-20,S002_P0006,567,746.0
2023-02-27,S002_P0006,633,889.0
2023-03-06,S002_P0006,419,1574.0
2023-03-13,S002_P0006,1191,695.0
2023-03-20,S002_P0006,1254,1362.0
2023-03-27,S002_P0006,1001,1051.0
2023-04-03,S002_P0006,1251,1162.0
2023-04-10,S002_P0006,928,1258.0
2023-04-17,S002_P0006,472,1592.0
2023-04-24,S002_P0006,676,915.0
2023-05-01,S002_P0006,740,822.0
2023-05-08,S002_P0006,1153,718.0
2023-05-15,S002_P0006,988,730.0
2023-05-22,S002_P0006,784,1343.0
2023-05-29,S002_P0006,889,901.0
2023-06-05,S002_P0006,647,682.0
2023-06-12,S002_P0006,1544,1219.0
2023-06-19,S002_P0006,576,773.0
2023-06-26,S002_P0006,1332,842.0
2023-07-03,S002_P0006,912,729.0
2023-07-10,S002_P0006,633,1196.0
2023-07-17,S002_P0006,1704,679.0
2023-07-24,S002_P0006,917,1017.0
2023-07-31,S002_P0006,908,787.0
2023-08-07,S002_P0006,1448,788.0
2023-08-14,S002_P0006,969,571.0
2023-08-21,S002_P0006,747,1422.0
2023-08-28,S002_P0006,628,1611.0
2023-09-04,S002_P0006,825,741.0
2023-09-11,S002_P0006,635,1030.0
2023-09-18,S002_P0006,999,946.0
2023-09-25,S002_P0006,973,767.0
2023-10-02,S002_P0006,601,1068.0
2023-10-09,S002_P0006,587,980.0
2023-10-16,S002_P0006,1112,515.0
2023-10-23,S002_P0006,544,1100.0
2023-10-30,S002_P0006,1139,921.0
2023-11-06,S002_P0006,860,575.0
2023-11-13,S002_P0006,1149,756.0
2023-11-20,S002_P0006,763,956.0
