date,sku_id,on_hand_units,on_order_units
2022-06-29,S004_P0017,344,22
2022-06-29,S004_P0018,385,173
2022-06-29,S004_P0019,70,102
2022-06-29,S004_P0020,317,94
2022-06-29,S005_P0001,291,135
2022-06-29,S005_P0002,391,36
2022-06-29,S005_P0003,156,28
2022-06-29,S005_P0004,74,178
2022-06-29,S005_P0005,156,163
2022-06-29,S005_P0006,493,160
2022-06-29,S005_P0007,183,72
2022-06-29,S005_P0008,335,141
2022-06-29,S005_P0009,312,71
2022-06-29,S005_P0010,60,156
2022-06-29,S005_P0011,440,56
2022-06-29,S005_P0012,415,153
2022-06-29,S005_P0013,176,61
2022-06-29,S005_P0014,188,75
2022-06-29,S005_P0015,350,130
2022-06-29,S005_P0016,317,130
2022-06-29,S005_P0017,420,106
2022-06-29,S005_P0018,382,152
2022-06-29,S005_P0019,252,129
2022-06-29,S005_P0020,349,31
2022-06-30,S001_P0001,452,129
2022-06-30,S001_P0002,305,42
2022-06-30,S001_P0003,341,92
2022-06-30,S001_P0004,311,159
2022-06-30,S001_P0005,231,182
2022-06-30,S001_P0006,72,200
2022-06-30,S001_P0007,95,83
2022-06-30,S001_P0008,499,65
2022-06-30,S001_P0009,133,32
2022-06-30,S001_P0010,479,154
2022-06-30,S001_P0011,470,131
2022-06-30,S001_P0012,226,113
2022-06-30,S001_P0013,123,30
2022-06-30,S001_P0014,312,103
2022-06-30,S001_P0015,214,159
2022-06-30,S001_P0016,54,47
2022-06-30,S001_P0017,214,53
2022-06-30,S001_P0018,438,148
2022-06-30,S001_P0019,129,70
2022-06-30,S001_P0020,284,53
2022-06-30,S002_P0001,163,162
2022-06-30,S002_P0002,178,179
2022-06-30,S002_P0003,95,67
2022-06-30,S002_P0004,94,151
2022-06-30,S002_P0005,148,163
2022-06-30,S002_P0006,146,166
2022-06-30,S002_P0007,409,42
2022-06-30,S002_P0008,451,114
2022-06-30,S002_P0009,374,91
2022-06-30,S002_P0010,234,79
2022-06-30,S002_P0011,405,107
2022-06-30,S002_P0012,444,184
2022-06-30,S002_P0013,330,96
2022-06-30,S002_P0014,194,25
2022-06-30,S002_P0015,336,123
2022-06-30,S002_P0016,496,193
2022-06-30,S002_P0017,190,176
2022-06-30,S002_P0018,198,193
2022-06-30,S002_P0019,383,96
2022-06-30,S002_P0020,239,104
2022-06-30,S003_P0001,267,32
2022-06-30,S003_P0002,275,93
2022-06-30,S003_P0003,336,128
2022-06-30,S003_P0004,65,83
2022-06-30,S003_P0005,357,40
2022-06-30,S003_P0006,249,111
2022-06-30,S003_P0007,401,76
2022-06-30,S003_P0008,216,103
2022-06-30,S003_P0009,270,82
2022-06-30,S003_P0010,359,118
2022-06-30,S003_P0011,434,90
2022-06-30,S003_P0012,484,100
2022-06-30,S003_P0013,323,56
2022-06-30,S003_P0014,99,85
2022-06-30,S003_P0015,484,127
2022-06-30,S003_P0016,345,160
2022-06-30,S003_P0017,85,198
2022-06-30,S003_P0018,111,124
2022-06-30,S003_P0019,396,131
2022-06-30,S003_P0020,489,191
2022-06-30,S004_P0001,471,116
2022-06-30,S004_P0002,66,76
2022-06-30,S004_P0003,98,105
2022-06-30,S004_P0004,83,152
2022-06-30,S004_P0005,210,88
2022-06-30,S004_P0006,188,25
2022-06-30,S004_P0007,344,107
2022-06-30,S004_P0008,367,170
2022-06-30,S004_P0009,303,89
2022-06-30,S004_P0010,316,197
2022-06-30,S004_P0011,413,143
2022-06-30,S004_P0012,295,151
2022-06-30,S004_P0013,293,187
2022-06-30,S004_P0014,468,86
2022-06-30,S004_P0015,145,197
2022-06-30,S004_P0016,246,42
2022-06-30,S004_P0017,303,56
2022-06-30,S004_P0018,291,187
2022-06-30,S004_P0019,167,89
2022-06-30,S004_P0020,270,59
2022-06-30,S005_P0001,403,195
2022-06-30,S005_P0002,375,156
2022-06-30,S005_P0003,472,172
2022-06-30,S005_P0004,332,116
2022-06-30,S005_P0005,74,197
2022-06-30,S005_P0006,183,177
2022-06-30,S005_P0007,286,24
2022-06-30,S005_P0008,349,100
2022-06-30,S005_P0009,487,113
2022-06-30,S005_P0010,377,43
2022-06-30,S005_P0011,214,193
2022-06-30,S005_P0012,170,71
2022-06-30,S005_P0013,183,129
2022-06-30,S005_P0014,122,150
2022-06-30,S005_P0015,419,190
2022-06-30,S005_P0016,329,68
2022-06-30,S005_P0017,292,33
2022-06-30,S005_P0018,407,61
2022-06-30,S005_P0019,68,97
2022-06-30,S005_P0020,117,61
2022-07-01,S001_P0001,372,152
2022-07-01,S001_P0002,207,46
2022-07-01,S001_P0003,452,187
2022-07-01,S001_P0004,259,154
2022-07-01,S001_P0005,183,157
2022-07-01,S001_P0006,209,124
2022-07-01,S001_P0007,53,71
2022-07-01,S001_P0008,398,57
2022-07-01,S001_P0009,262,128
2022-07-01,S001_P0010,243,168
2022-07-01,S001_P0011,215,153
2022-07-01,S001_P0012,190,74
2022-07-01,S001_P0013,460,61
2022-07-01,S001_P0014,450,171
2022-07-01,S001_P0015,127,73
2022-07-01,S001_P0016,352,48
2022-07-01,S001_P0017,182,55
2022-07-01,S001_P0018,137,104
2022-07-01,S001_P0019,127,29
2022-07-01,S001_P0020,197,183
2022-07-01,S002_P0001,97,165
2022-07-01,S002_P0002,199,89
2022-07-01,S002_P0003,360,172
2022-07-01,S002_P0004,340,89
2022-07-01,S002_P0005,299,183
2022-07-01,S002_P0006,177,91
2022-07-01,S002_P0007,290,150
2022-07-01,S002_P0008,253,127
2022-07-01,S002_P0009,416,23
2022-07-01,S002_P0010,428,114
2022-07-01,S002_P0011,134,85
2022-07-01,S002_P0012,209,103
2022-07-01,S002_P0013,271,181
2022-07-01,S002_P0014,420,168
2022-07-01,S002_P0015,109,72
2022-07-01,S002_P0016,457,147
2022-07-01,S002_P0017,449,98
2022-07-01,S002_P0018,209,51
2022-07-01,S002_P0019,348,123
2022-07-01,S002_P0020,466,156
2022-07-01,S003_P0001,354,80
2022-07-01,S003_P0002,152,178
2022-07-01,S003_P0003,113,190
2022-07-01,S003_P0004,439,56
2022-07-01,S003_P0005,88,77
2022-07-01,S003_P0006,334,77
2022-07-01,S003_P0007,237,64
2022-07-01,S003_P0008,236,59
2022-07-01,S003_P0009,261,142
2022-07-01,S003_P0010,142,106
2022-07-01,S003_P0011,286,138
2022-07-01,S003_P0012,372,161
2022-07-01,S003_P0013,404,168
2022-07-01,S003_P0014,132,43
2022-07-01,S003_P0015,203,99
2022-07-01,S003_P0016,376,37
2022-07-01,S003_P0017,172,170
2022-07-01,S003_P0018,472,109
2022-07-01,S003_P0019,231,138
2022-07-01,S003_P0020,272,176
2022-07-01,S004_P0001,267,107
2022-07-01,S004_P0002,276,101
2022-07-01,S004_P0003,205,42
2022-07-01,S004_P0004,302,69
2022-07-01,S004_P0005,445,74
2022-07-01,S004_P0006,66,83
2022-07-01,S004_P0007,299,102
2022-07-01,S004_P0008,53,173
2022-07-01,S004_P0009,211,110
2022-07-01,S004_P0010,215,69
2022-07-01,S004_P0011,141,97
2022-07-01,S004_P0012,52,107
2022-07-01,S004_P0013,342,123
2022-07-01,S004_P0014,255,171
2022-07-01,S004_P0015,71,20
2022-07-01,S004_P0016,445,90
2022-07-01,S004_P0017,341,102
2022-07-01,S004_P0018,306,31
2022-07-01,S004_P0019,223,177
2022-07-01,S004_P0020,103,125
2022-07-01,S005_P0001,249,114
2022-07-01,S005_P0002,408,123
2022-07-01,S005_P0003,323,75
2022-07-01,S005_P0004,490,82
2022-07-01,S005_P0005,64,134
2022-07-01,S005_P0006,262,139
2022-07-01,S005_P0007,58,178
2022-07-01,S005_P0008,238,51
2022-07-01,S005_P0009,240,194
2022-07-01,S005_P0010,344,75
2022-07-01,S005_P0011,301,145
2022-07-01,S005_P0012,184,193
2022-07-01,S005_P0013,170,30
2022-07-01,S005_P0014,318,95
2022-07-01,S005_P0015,328,70
2022-07-01,S005_P0016,260,185
2022-07-01,S005_P0017,222,98
2022-07-01,S005_P0018,263,200
2022-07-01,S005_P0019,187,44
2022-07-01,S005_P0020,452,54
2022-07-02,S001_P0001,61,20
2022-07-02,S001_P0002,279,63
2022-07-02,S001_P0003,324,173
2022-07-02,S001_P0004,497,31
2022-07-02,S001_P0005,310,142
2022-07-02,S001_P0006,121,164
2022-07-02,S001_P0007,222,134
2022-07-02,S001_P0008,121,30
2022-07-02,S001_P0009,257,79
2022-07-02,S001_P0010,351,26
2022-07-02,S001_P0011,171,127
2022-07-02,S001_P0012,361,42
2022-07-02,S001_P0013,66,87
2022-07-02,S001_P0014,178,142
2022-07-02,S001_P0015,119,110
2022-07-02,S001_P0016,287,184
2022-07-02,S001_P0017,66,174
2022-07-02,S001_P0018,363,25
2022-07-02,S001_P0019,351,42
2022-07-02,S001_P0020,283,20
2022-07-02,S002_P0001,124,149
2022-07-02,S002_P0002,240,46
2022-07-02,S002_P0003,314,125
2022-07-02,S002_P0004,281,141
2022-07-02,S002_P0005,281,68
2022-07-02,S002_P0006,364,36
2022-07-02,S002_P0007,178,120
2022-07-02,S002_P0008,151,24
2022-07-02,S002_P0009,336,86
2022-07-02,S002_P0010,74,178
2022-07-02,S002_P0011,410,163
2022-07-02,S002_P0012,208,98
2022-07-02,S002_P0013,275,35
2022-07-02,S002_P0014,342,183
2022-07-02,S002_P0015,419,125
2022-07-02,S002_P0016,485,111
2022-07-02,S002_P0017,86,169
2022-07-02,S002_P0018,405,166
2022-07-02,S002_P0019,137,185
2022-07-02,S002_P0020,240,67
2022-07-02,S003_P0001,278,80
2022-07-02,S003_P0002,459,82
2022-07-02,S003_P0003,260,33
2022-07-02,S003_P0004,207,157
2022-07-02,S003_P0005,267,135
2022-07-02,S003_P0006,68,123
2022-07-02,S003_P0007,239,71
2022-07-02,S003_P0008,396,57
2022-07-02,S003_P0009,295,111
2022-07-02,S003_P0010,279,56
2022-07-02,S003_P0011,199,103
2022-07-02,S003_P0012,334,109
2022-07-02,S003_P0013,400,73
2022-07-02,S003_P0014,487,62
2022-07-02,S003_P0015,138,74
2022-07-02,S003_P0016,107,146
2022-07-02,S003_P0017,357,58
2022-07-02,S003_P0018,374,184
2022-07-02,S003_P0019,174,25
2022-07-02,S003_P0020,54,157
2022-07-02,S004_P0001,238,119
2022-07-02,S004_P0002,302,182
2022-07-02,S004_P0003,120,108
2022-07-02,S004_P0004,223,65
2022-07-02,S004_P0005,297,79
2022-07-02,S004_P0006,472,116
2022-07-02,S004_P0007,169,104
2022-07-02,S004_P0008,95,35
2022-07-02,S004_P0009,103,21
2022-07-02,S004_P0010,198,56
2022-07-02,S004_P0011,398,63
2022-07-02,S004_P0012,113,94
2022-07-02,S004_P0013,264,111
2022-07-02,S004_P0014,468,54
2022-07-02,S004_P0015,221,41
2022-07-02,S004_P0016,378,164
2022-07-02,S004_P0017,376,160
2022-07-02,S004_P0018,259,28
2022-07-02,S004_P0019,116,151
2022-07-02,S004_P0020,156,107
2022-07-02,S005_P0001,344,47
2022-07-02,S005_P0002,51,60
2022-07-02,S005_P0003,375,190
2022-07-02,S005_P0004,165,136
2022-07-02,S005_P0005,121,138
2022-07-02,S005_P0006,248,105
2022-07-02,S005_P0007,133,63
2022-07-02,S005_P0008,457,154
2022-07-02,S005_P0009,384,147
2022-07-02,S005_P0010,56,72
2022-07-02,S005_P0011,111,92
2022-07-02,S005_P0012,72,128
2022-07-02,S005_P0013,355,40
2022-07-02,S005_P0014,307,90
2022-07-02,S005_P0015,483,161
2022-07-02,S005_P0016,385,36
2022-07-02,S005_P0017,358,135
2022-07-02,S005_P0018,163,194
2022-07-02,S005_P0019,442,40
2022-07-02,S005_P0020,379,157
2022-07-03,S001_P0001,149,140
2022-07-03,S001_P0002,455,175
2022-07-03,S001_P0003,361,129
2022-07-03,S001_P0004,275,100
2022-07-03,S001_P0005,99,83
2022-07-03,S001_P0006,120,116
2022-07-03,S001_P0007,414,51
2022-07-03,S001_P0008,61,170
2022-07-03,S001_P0009,157,57
2022-07-03,S001_P0010,127,90
2022-07-03,S001_P0011,298,181
2022-07-03,S001_P0012,98,32
2022-07-03,S001_P0013,423,28
2022-07-03,S001_P0014,294,156
2022-07-03,S001_P0015,118,178
2022-07-03,S001_P0016,357,70
2022-07-03,S001_P0017,460,46
2022-07-03,S001_P0018,112,35
2022-07-03,S001_P0019,315,99
2022-07-03,S001_P0020,423,39
2022-07-03,S002_P0001,367,66
2022-07-03,S002_P0002,237,55
2022-07-03,S002_P0003,83,44
2022-07-03,S002_P0004,124,168
2022-07-03,S002_P0005,258,140
2022-07-03,S002_P0006,469,34
2022-07-03,S002_P0007,294,116
2022-07-03,S002_P0008,363,93
2022-07-03,S002_P0009,321,72
2022-07-03,S002_P0010,99,89
2022-07-03,S002_P0011,351,20
2022-07-03,S002_P0012,420,157
2022-07-03,S002_P0013,223,96
2022-07-03,S002_P0014,213,194
2022-07-03,S002_P0015,157,95
2022-07-03,S002_P0016,345,61
2022-07-03,S002_P0017,175,62
2022-07-03,S002_P0018,430,127
2022-07-03,S002_P0019,400,165
2022-07-03,S002_P0020,51,157
2022-07-03,S003_P0001,302,128
2022-07-03,S003_P0002,54,97
2022-07-03,S003_P0003,193,104
2022-07-03,S003_P0004,99,109
2022-07-03,S003_P0005,284,162
2022-07-03,S003_P0006,425,172
2022-07-03,S003_P0007,487,130
2022-07-03,S003_P0008,376,159
2022-07-03,S003_P0009,174,126
2022-07-03,S003_P0010,320,88
2022-07-03,S003_P0011,85,109
2022-07-03,S003_P0012,225,73
2022-07-03,S003_P0013,384,113
2022-07-03,S003_P0014,447,120
2022-07-03,S003_P0015,484,97
2022-07-03,S003_P0016,335,43
2022-07-03,S003_P0017,343,117
2022-07-03,S003_P0018,103,115
2022-07-03,S003_P0019,422,44
2022-07-03,S003_P0020,301,74
2022-07-03,S004_P0001,262,51
2022-07-03,S004_P0002,464,156
2022-07-03,S004_P0003,72,178
2022-07-03,S004_P0004,228,97
2022-07-03,S004_P0005,347,197
2022-07-03,S004_P0006,314,110
2022-07-03,S004_P0007,85,155
2022-07-03,S004_P0008,377,62
2022-07-03,S004_P0009,155,172
2022-07-03,S004_P0010,477,130
2022-07-03,S004_P0011,361,198
2022-07-03,S004_P0012,163,158
2022-07-03,S004_P0013,123,20
2022-07-03,S004_P0014,302,141
2022-07-03,S004_P0015,315,128
2022-07-03,S004_P0016,234,110
2022-07-03,S004_P0017,236,60
2022-07-03,S004_P0018,310,162
2022-07-03,S004_P0019,104,156
2022-07-03,S004_P0020,413,132
2022-07-03,S005_P0001,411,77
2022-07-03,S005_P0002,476,98
2022-07-03,S005_P0003,180,178
2022-07-03,S005_P0004,480,95
2022-07-03,S005_P0005,491,85
2022-07-03,S005_P0006,55,147
2022-07-03,S005_P0007,50,62
2022-07-03,S005_P0008,229,20
2022-07-03,S005_P0009,131,54
2022-07-03,S005_P0010,340,58
2022-07-03,S005_P0011,329,66
2022-07-03,S005_P0012,155,178
2022-07-03,S005_P0013,473,105
2022-07-03,S005_P0014,163,62
2022-07-03,S005_P0015,95,120
2022-07-03,S005_P0016,354,59
2022-07-03,S005_P0017,104,27
2022-07-03,S005_P0018,446,176
2022-07-03,S005_P0019,273,79
2022-07-03,S005_P0020,186,122
2022-07-04,S001_P0001,483,114
2022-07-04,S001_P0002,157,159
2022-07-04,S001_P0003,287,71
2022-07-04,S001_P0004,388,120
2022-07-04,S001_P0005,154,179
2022-07-04,S001_P0006,114,29
2022-07-04,S001_P0007,114,87
2022-07-04,S001_P0008,106,109
2022-07-04,S001_P0009,105,163
2022-07-04,S001_P0010,404,97
2022-07-04,S001_P0011,353,95
2022-07-04,S001_P0012,77,174
2022-07-04,S001_P0013,440,133
2022-07-04,S001_P0014,294,197
2022-07-04,S001_P0015,196,133
2022-07-04,S001_P0016,170,59
2022-07-04,S001_P0017,223,26
2022-07-04,S001_P0018,496,53
2022-07-04,S001_P0019,88,174
2022-07-04,S001_P0020,80,96
2022-07-04,S002_P0001,100,42
2022-07-04,S002_P0002,464,153
2022-07-04,S002_P0003,453,191
2022-07-04,S002_P0004,201,32
2022-07-04,S002_P0005,305,194
2022-07-04,S002_P0006,65,123
2022-07-04,S002_P0007,368,34
2022-07-04,S002_P0008,485,150
2022-07-04,S002_P0009,255,108
2022-07-04,S002_P0010,358,90
2022-07-04,S002_P0011,219,59
2022-07-04,S002_P0012,348,56
2022-07-04,S002_P0013,274,180
2022-07-04,S002_P0014,422,167
2022-07-04,S002_P0015,59,189
2022-07-04,S002_P0016,120,29
2022-07-04,S002_P0017,299,117
2022-07-04,S002_P0018,376,199
2022-07-04,S002_P0019,368,59
2022-07-04,S002_P0020,265,139
2022-07-04,S003_P0001,361,25
2022-07-04,S003_P0002,294,171
2022-07-04,S003_P0003,362,98
2022-07-04,S003_P0004,71,86
2022-07-04,S003_P0005,253,170
2022-07-04,S003_P0006,442,70
2022-07-04,S003_P0007,365,77
2022-07-04,S003_P0008,115,37
2022-07-04,S003_P0009,424,30
2022-07-04,S003_P0010,223,28
2022-07-04,S003_P0011,92,86
2022-07-04,S003_P0012,224,192
2022-07-04,S003_P0013,233,97
2022-07-04,S003_P0014,327,200
2022-07-04,S003_P0015,166,98
2022-07-04,S003_P0016,302,143
2022-07-04,S003_P0017,101,123
2022-07-04,S003_P0018,428,176
2022-07-04,S003_P0019,273,123
2022-07-04,S003_P0020,497,86
2022-07-04,S004_P0001,197,47
2022-07-04,S004_P0002,288,152
2022-07-04,S004_P0003,431,167
2022-07-04,S004_P0004,439,173
2022-07-04,S004_P0005,75,103
2022-07-04,S004_P0006,347,65
2022-07-04,S004_P0007,309,101
2022-07-04,S004_P0008,77,24
2022-07-04,S004_P0009,379,183
2022-07-04,S004_P0010,277,44
2022-07-04,S004_P0011,252,111
2022-07-04,S004_P0012,202,93
2022-07-04,S004_P0013,359,139
2022-07-04,S004_P0014,207,132
2022-07-04,S004_P0015,96,101
2022-07-04,S004_P0016,180,174
2022-07-04,S004_P0017,246,158
2022-07-04,S004_P0018,303,144
2022-07-04,S004_P0019,284,118
2022-07-04,S004_P0020,277,68
2022-07-04,S005_P0001,258,25
2022-07-04,S005_P0002,258,188
2022-07-04,S005_P0003,471,184
2022-07-04,S005_P0004,72,133
2022-07-04,S005_P0005,491,64
2022-07-04,S005_P0006,61,194
2022-07-04,S005_P0007,265,124
2022-07-04,S005_P0008,388,106
2022-07-04,S005_P0009,361,156
2022-07-04,S005_P0010,382,46
2022-07-04,S005_P0011,437,146
2022-07-04,S005_P0012,366,95
2022-07-04,S005_P0013,319,166
2022-07-04,S005_P0014,448,91
2022-07-04,S005_P0015,423,94
2022-07-04,S005_P0016,258,25
2022-07-04,S005_P0017,325,180
2022-07-04,S005_P0018,457,34
2022-07-04,S005_P0019,133,142
2022-07-04,S005_P0020,474,68
2022-07-05,S001_P0001,104,160
2022-07-05,S001_P0002,286,60
2022-07-05,S001_P0003,208,39
2022-07-05,S001_P0004,165,64
2022-07-05,S001_P0005,316,115
2022-07-05,S001_P0006,422,125
2022-07-05,S001_P0007,250,43
2022-07-05,S001_P0008,76,122
2022-07-05,S001_P0009,468,55
2022-07-05,S001_P0010,204,99
2022-07-05,S001_P0011,279,67
2022-07-05,S001_P0012,420,72
2022-07-05,S001_P0013,296,24
2022-07-05,S001_P0014,437,158
2022-07-05,S001_P0015,315,27
2022-07-05,S001_P0016,439,93
2022-07-05,S001_P0017,360,61
2022-07-05,S001_P0018,82,24
2022-07-05,S001_P0019,158,84
2022-07-05,S001_P0020,368,88
2022-07-05,S002_P0001,116,81
2022-07-05,S002_P0002,477,62
2022-07-05,S002_P0003,201,158
2022-07-05,S002_P0004,291,182
2022-07-05,S002_P0005,170,49
2022-07-05,S002_P0006,135,25
2022-07-05,S002_P0007,479,86
2022-07-05,S002_P0008,356,59
2022-07-05,S002_P0009,340,117
2022-07-05,S002_P0010,155,48
2022-07-05,S002_P0011,107,102
2022-07-05,S002_P0012,263,109
2022-07-05,S002_P0013,140,161
2022-07-05,S002_P0014,261,30
2022-07-05,S002_P0015,458,155
2022-07-05,S002_P0016,439,140
2022-07-05,S002_P0017,225,150
2022-07-05,S002_P0018,317,97
2022-07-05,S002_P0019,89,158
2022-07-05,S002_P0020,90,52
2022-07-05,S003_P0001,230,67
2022-07-05,S003_P0002,183,174
2022-07-05,S003_P0003,269,86
2022-07-05,S003_P0004,494,190
2022-07-05,S003_P0005,332,74
2022-07-05,S003_P0006,451,135
2022-07-05,S003_P0007,136,82
2022-07-05,S003_P0008,464,175
2022-07-05,S003_P0009,251,88
2022-07-05,S003_P0010,159,146
2022-07-05,S003_P0011,205,93
2022-07-05,S003_P0012,360,91
2022-07-05,S003_P0013,207,116
2022-07-05,S003_P0014,392,20
2022-07-05,S003_P0015,440,110
2022-07-05,S003_P0016,246,36
2022-07-05,S003_P0017,463,140
2022-07-05,S003_P0018,456,145
2022-07-05,S003_P0019,331,143
2022-07-05,S003_P0020,308,167
2022-07-05,S004_P0001,153,153
2022-07-05,S004_P0002,241,151
2022-07-05,S004_P0003,157,121
2022-07-05,S004_P0004,98,37
2022-07-05,S004_P0005,94,144
2022-07-05,S004_P0006,146,81
2022-07-05,S004_P0007,266,165
2022-07-05,S004_P0008,381,92
2022-07-05,S004_P0009,221,131
2022-07-05,S004_P0010,136,159
2022-07-05,S004_P0011,297,196
2022-07-05,S004_P0012,349,144
2022-07-05,S004_P0013,346,35
2022-07-05,S004_P0014,298,168
2022-07-05,S004_P0015,470,87
2022-07-05,S004_P0016,466,163
2022-07-05,S004_P0017,466,140
2022-07-05,S004_P0018,132,89
2022-07-05,S004_P0019,415,80
2022-07-05,S004_P0020,162,72
2022-07-05,S005_P0001,126,176
2022-07-05,S005_P0002,348,58
2022-07-05,S005_P0003,118,105
2022-07-05,S005_P0004,207,138
2022-07-05,S005_P0005,450,153
2022-07-05,S005_P0006,220,149
2022-07-05,S005_P0007,356,195
2022-07-05,S005_P0008,236,48
2022-07-05,S005_P0009,220,38
2022-07-05,S005_P0010,448,56
2022-07-05,S005_P0011,165,87
2022-07-05,S005_P0012,401,193
2022-07-05,S005_P0013,210,44
2022-07-05,S005_P0014,70,26
2022-07-05,S005_P0015,387,112
2022-07-05,S005_P0016,236,21
2022-07-05,S005_P0017,494,74
2022-07-05,S005_P0018,282,66
2022-07-05,S005_P0019,323,81
2022-07-05,S005_P0020,474,149
2022-07-06,S001_P0001,305,157
2022-07-06,S001_P0002,279,61
2022-07-06,S001_P0003,82,176
2022-07-06,S001_P0004,66,101
2022-07-06,S001_P0005,365,106
2022-07-06,S001_P0006,111,55
2022-07-06,S001_P0007,412,173
2022-07-06,S001_P0008,144,92
2022-07-06,S001_P0009,62,131
2022-07-06,S001_P0010,270,118
2022-07-06,S001_P0011,69,38
2022-07-06,S001_P0012,54,91
2022-07-06,S001_P0013,106,195
2022-07-06,S001_P0014,192,115
2022-07-06,S001_P0015,178,33
2022-07-06,S001_P0016,313,79
2022-07-06,S001_P0017,444,150
2022-07-06,S001_P0018,96,116
2022-07-06,S001_P0019,439,181
2022-07-06,S001_P0020,495,69
2022-07-06,S002_P0001,96,104
2022-07-06,S002_P0002,366,179
2022-07-06,S002_P0003,145,101
2022-07-06,S002_P0004,186,190
2022-07-06,S002_P0005,59,148
2022-07-06,S002_P0006,310,132
2022-07-06,S002_P0007,259,78
2022-07-06,S002_P0008,94,139
2022-07-06,S002_P0009,333,107
2022-07-06,S002_P0010,472,39
2022-07-06,S002_P0011,174,98
2022-07-06,S002_P0012,152,162
2022-07-06,S002_P0013,474,77
2022-07-06,S002_P0014,373,127
2022-07-06,S002_P0015,339,78
2022-07-06,S002_P0016,132,25
2022-07-06,S002_P0017,166,46
2022-07-06,S002_P0018,109,144
2022-07-06,S002_P0019,200,186
2022-07-06,S002_P0020,232,30
2022-07-06,S003_P0001,330,89
2022-07-06,S003_P0002,390,60
2022-07-06,S003_P0003,454,151
2022-07-06,S003_P0004,396,47
2022-07-06,S003_P0005,158,35
2022-07-06,S003_P0006,114,60
2022-07-06,S003_P0007,142,31
2022-07-06,S003_P0008,305,123
2022-07-06,S003_P0009,147,97
2022-07-06,S003_P0010,342,72
2022-07-06,S003_P0011,417,180
2022-07-06,S003_P0012,319,156
2022-07-06,S003_P0013,80,124
2022-07-06,S003_P0014,457,60
2022-07-06,S003_P0015,211,32
2022-07-06,S003_P0016,231,119
2022-07-06,S003_P0017,56,138
2022-07-06,S003_P0018,354,120
2022-07-06,S003_P0019,452,42
2022-07-06,S003_P0020,84,54
2022-07-06,S004_P0001,149,32
2022-07-06,S004_P0002,220,166
2022-07-06,S004_P0003,304,194
2022-07-06,S004_P0004,136,149
2022-07-06,S004_P0005,317,49
2022-07-06,S004_P0006,217,57
2022-07-06,S004_P0007,498,65
2022-07-06,S004_P0008,302,118
2022-07-06,S004_P0009,250,126
2022-07-06,S004_P0010,76,83
2022-07-06,S004_P0011,394,56
2022-07-06,S004_P0012,448,139
2022-07-06,S004_P0013,103,65
2022-07-06,S004_P0014,340,166
2022-07-06,S004_P0015,283,195
2022-07-06,S004_P0016,287,185
2022-07-06,S004_P0017,145,28
2022-07-06,S004_P0018,201,129
2022-07-06,S004_P0019,171,61
2022-07-06,S004_P0020,316,200
2022-07-06,S005_P0001,98,44
2022-07-06,S005_P0002,121,102
2022-07-06,S005_P0003,415,80
2022-07-06,S005_P0004,398,125
2022-07-06,S005_P0005,436,105
2022-07-06,S005_P0006,55,180
2022-07-06,S005_P0007,452,88
2022-07-06,S005_P0008,77,92
2022-07-06,S005_P0009,485,143
2022-07-06,S005_P0010,308,117
2022-07-06,S005_P0011,127,51
2022-07-06,S005_P0012,56,138
2022-07-06,S005_P0013,309,187
2022-07-06,S005_P0014,256,106
2022-07-06,S005_P0015,318,27
2022-07-06,S005_P0016,380,76
2022-07-06,S005_P0017,205,149
2022-07-06,S005_P0018,303,120
2022-07-06,S005_P0019,341,159
2022-07-06,S005_P0020,180,127
2022-07-07,S001_P0001,115,170
2022-07-07,S001_P0002,449,176
2022-07-07,S001_P0003,313,128
2022-07-07,S001_P0004,267,45
2022-07-07,S001_P0005,96,58
2022-07-07,S001_P0006,479,185
2022-07-07,S001_P0007,291,137
2022-07-07,S001_P0008,394,36
2022-07-07,S001_P0009,294,63
2022-07-07,S001_P0010,67,152
2022-07-07,S001_P0011,190,87
2022-07-07,S001_P0012,116,169
2022-07-07,S001_P0013,324,147
2022-07-07,S001_P0014,325,92
2022-07-07,S001_P0015,341,23
2022-07-07,S001_P0016,86,174
2022-07-07,S001_P0017,224,131
2022-07-07,S001_P0018,314,136
2022-07-07,S001_P0019,399,124
2022-07-07,S001_P0020,386,160
2022-07-07,S002_P0001,316,158
2022-07-07,S002_P0002,164,71
2022-07-07,S002_P0003,51,200
2022-07-07,S002_P0004,282,68
2022-07-07,S002_P0005,484,161
2022-07-07,S002_P0006,323,160
2022-07-07,S002_P0007,483,113
2022-07-07,S002_P0008,278,56
2022-07-07,S002_P0009,436,165
2022-07-07,S002_P0010,238,121
2022-07-07,S002_P0011,120,150
2022-07-07,S002_P0012,358,194
2022-07-07,S002_P0013,94,135
2022-07-07,S002_P0014,479,28
2022-07-07,S002_P0015,182,85
2022-07-07,S002_P0016,449,128
2022-07-07,S002_P0017,364,139
2022-07-07,S002_P0018,321,59
2022-07-07,S002_P0019,171,40
2022-07-07,S002_P0020,476,147
2022-07-07,S003_P0001,235,177
2022-07-07,S003_P0002,329,83
2022-07-07,S003_P0003,438,172
2022-07-07,S003_P0004,177,200
2022-07-07,S003_P0005,248,104
2022-07-07,S003_P0006,222,192
2022-07-07,S003_P0007,147,193
2022-07-07,S003_P0008,330,146
2022-07-07,S003_P0009,221,92
2022-07-07,S003_P0010,108,200
2022-07-07,S003_P0011,442,53
2022-07-07,S003_P0012,485,141
